,OBJECTID,ID,SUB_1,SUB_2,VOLTAGE,TYPE,STATUS,SHAPE_Length,geometry
90377,90378,310120,UNKNOWN303293,BOBVILLE,138.0,AC; OVERHEAD,IN SERVICE,0.3110610120419951,"MULTILINESTRING ((-95.7815746 30.3509711, -95.7817094 30.3498089, -95.7820101 30.3498142, -95.7822642 30.3497468, -95.7937372 30.3514251, -95.8026483 30.3527517, -95.8491745 30.3575756, -95.8583643 30.3587597, -95.8724472 30.3605778, -95.8737135 30.3606869, -95.8764772 30.3610604, -95.8950616 30.3626762, -95.9019963 30.3632947, -95.9021028 30.3633042, -95.9114034 30.3641337, -95.9132916 30.3642726, -95.9151783 30.3644488, -95.9214316 30.3650305, -95.9474008 30.368069, -95.9549464 30.3689886, -95.964995 30.3701254, -95.9752419 30.3713098, -95.9808016 30.3719416, -95.9901679 30.3730316, -96.0044181 30.3747109, -96.0408338 30.3748464, -96.0686333 30.3695812, -96.0891236 30.3686493, -96.0895782 30.3683933))"
37611,37612,159845,SOLLERS WARF,HEWITT ROAD SWITCHING STATION,230.0,AC; OVERHEAD,IN SERVICE,0.186823649307072,"MULTILINESTRING ((-76.4850728 38.2812832, -76.4848603 38.281929, -76.4838003 38.2832911, -76.4841181 38.2839043, -76.4844126 38.2844401, -76.4847254 38.2850014, -76.4850392 38.2855776, -76.4865576 38.2863054, -76.491145 38.2885601, -76.4993271 38.2925569, -76.5050433 38.2954157, -76.5078698 38.2968094, -76.5093199 38.2975579, -76.509323 38.2976337, -76.5092358 38.298132, -76.5091626 38.2984237, -76.5086765 38.2990918, -76.5082143 38.2997029, -76.5077791 38.3002872, -76.5074098 38.3007811, -76.5068835 38.3014905, -76.5063832 38.3021675, -76.5058888 38.3028069, -76.5053736 38.3034859, -76.5049855 38.3040372, -76.5045636 38.304503, -76.5040908 38.3050885, -76.5035595 38.3055769, -76.5029638 38.3060141, -76.5023259 38.3064863, -76.5015575 38.3070574, -76.5005643 38.3078046, -76.4993845 38.3082844, -76.4987493 38.3087708, -76.4950063 38.3115929, -76.4944076 38.3120909, -76.4937572 38.3126266, -76.4932721 38.3130166, -76.4929952 38.3136147, -76.4927112 38.3142263, -76.4923224 38.3147454, -76.4919553 38.3152741, -76.4914014 38.3157058, -76.4908683 38.3161269, -76.4903341 38.3165698, -76.4892631 38.3170851, -76.4877374 38.3179497, -76.4875391 38.3183359, -76.4874316 38.318651, -76.486616 38.3199869, -76.4860665 38.3209106, -76.4853337 38.3220322, -76.4669994 38.335502, -76.467096 38.3359782, -76.4672027 38.3365035, -76.4673037 38.336974, -76.4673163 38.3370328, -76.4673236 38.3376669, -76.4673132 38.3377422, -76.4672489 38.3382079, -76.467154 38.3385581, -76.4671386 38.3386153, -76.4667764 38.3392485, -76.4664395 38.3398112, -76.4660541 38.3404822, -76.4657314 38.3411436, -76.4657078 38.3411919, -76.4657013 38.3412077, -76.465462 38.3417942, -76.4651802 38.3423848, -76.4649499 38.3428601, -76.4647173 38.3433466, -76.4646722 38.3433693, -76.4624752 38.3444757, -76.4617458 38.3448492, -76.4610003 38.3452218, -76.460265 38.3455911, -76.4599141 38.3458192, -76.4598122 38.3458855, -76.4594557 38.3461015, -76.4593468 38.3461675, -76.4590764 38.3465516, -76.458652 38.3471449, -76.4582231 38.3477304, -76.4578028 38.3483108, -76.4574092 38.3488869, -76.4567903 38.3493934, -76.4561019 38.3498733, -76.455255 38.3504851, -76.454363 38.3511257, -76.4535316 38.3517283, -76.4529001 38.3521788, -76.4522188 38.3526694, -76.4510866 38.3534636, -76.4505374 38.3540774, -76.4499422 38.3547219, -76.4492864 38.3554339, -76.4485069 38.3562752, -76.4477971 38.3570212, -76.4476374 38.3578862, -76.4474518 38.3587816, -76.4472822 38.3596502, -76.447104 38.3605065, -76.4469355 38.3613579, -76.4467707 38.3621693, -76.4466229 38.3629305, -76.4464337 38.3638675, -76.4462519 38.3647768, -76.4460738 38.3656698, -76.4458531 38.3666345, -76.4452456 38.3674101, -76.4445376 38.3683295, -76.4438439 38.3692299, -76.4433132 38.369923, -76.4433687 38.3700119, -76.4435022 38.3702253, -76.4435937 38.3703761, -76.4438338 38.3706386, -76.4440459 38.3708682, -76.4447467 38.3716532, -76.4454377 38.3724253, -76.4457015 38.3736536, -76.4455785 38.3747361, -76.4454621 38.3757001, -76.4453201 38.3769667, -76.4452025 38.3780068, -76.4450716 38.3791362, -76.4449583 38.3801118, -76.444826 38.3812714, -76.4446719 38.3825753, -76.4445294 38.3838345, -76.4443702 38.3852165, -76.4442165 38.3865591, -76.4441364 38.3872693, -76.4440127 38.3883226, -76.44386 38.3896475, -76.4437376 38.3907208, -76.4436119 38.3918002, -76.4434561 38.3931693, -76.4433378 38.3942619, -76.443189 38.3954806, -76.4430216 38.3969126, -76.4428702 38.3982779, -76.4427137 38.3996163, -76.443837 38.4004714, -76.4449643 38.401332, -76.4460891 38.4021918, -76.4471392 38.4029982, -76.4483339 38.4039091, -76.449472 38.4047743, -76.4505969 38.4056361, -76.4517225 38.406497, -76.4528742 38.4073778, -76.4540334 38.4082584, -76.4591584 38.4120657, -76.4597557 38.4129426))"
25840,25841,110939,BROOKLYN,TAP136579,115.0,AC; OVERHEAD,IN SERVICE,0.0008749972349469,"MULTILINESTRING ((-71.9149729 41.8173152, -71.9148273 41.8173224, -71.9145563 41.8168441, -71.914629 41.81668))"
49745,49746,140574,COLUMBIA,WILDE LAKE,230.0,AC; OVERHEAD,IN SERVICE,0.0570525501072176,"MULTILINESTRING ((-76.8275611 39.1942162, -76.828003 39.1938929, -76.8294883 39.1948686, -76.8313966 39.1951064, -76.8334875 39.1953658, -76.8357046 39.1956398, -76.8375179 39.1960455, -76.8389184 39.1963473, -76.8404438 39.1973866, -76.8418222 39.1983096, -76.8435411 39.1983221, -76.8456115 39.1981985, -76.8474524 39.1980753, -76.848877 39.198507, -76.8501239 39.1988846, -76.851676 39.1989504, -76.8533016 39.1997293, -76.8552283 39.2006594, -76.8568641 39.2014506, -76.8585213 39.2022363, -76.8603279 39.2031007, -76.8618327 39.2038231, -76.8637796 39.2047667, -76.8655112 39.2055993, -76.8670216 39.2056842, -76.8691594 39.2057948, -76.870309 39.2057368, -76.8714877 39.2056498, -76.8729129 39.2068952, -76.8725479 39.2086048, -76.8721703 39.2103727, -76.8718333 39.2119305, -76.8733812 39.2126117, -76.8741785 39.2127358, -76.8741216 39.2129497, -76.8736109 39.2132398))"
54062,54063,169990,UNKNOWN168600,TAP168601,69.0,AC; OVERHEAD,IN SERVICE,0.0003666017855534,"MULTILINESTRING ((-94.448581 35.288142, -94.4485764 35.2885086))"
21538,21539,105355,WILSON,UNKNOWN155292,161.0,AC; OVERHEAD,IN SERVICE,0.1019055565526088,"MULTILINESTRING ((-87.088567 37.449191, -87.0890021 37.4483649, -87.0882987 37.4474611, -87.0871801 37.446014, -87.0862989 37.4448875, -87.0852579 37.4435346, -87.084233 37.4422119, -87.0833518 37.4410716, -87.0812763 37.4408709, -87.079083 37.4406612, -87.0771696 37.4404745, -87.0693466 37.4397612, -87.0611374 37.4361056, -87.0506883 37.4312199, -87.0424717 37.4273933, -87.0425731 37.4259135, -87.0426478 37.4247634, -87.0195329 37.4075237, -87.0168041 37.4055108, -87.0157149 37.4048916, -87.0058877 37.4019767, -87.0056854 37.4023693, -87.006899 37.4027977))"
42953,42954,132420,UNKNOWN111311,SHELBY TIE,100.0,AC; OVERHEAD,IN SERVICE,0.0504289584529723,"MULTILINESTRING ((-81.5339368 35.2105412, -81.5340615 35.2111577, -81.5346854 35.2131482, -81.5353807 35.2155075, -81.536058 35.217794, -81.5371633 35.2212066, -81.537698 35.2229638, -81.5384586 35.2254587, -81.5396886 35.2294826, -81.5401283 35.2309484, -81.5414415 35.2352534, -81.5422199 35.2378014, -81.5427071 35.2397572, -81.5431231 35.24148, -81.5434439 35.2425234, -81.5448581 35.2471239, -81.5459218 35.2505352, -81.5465991 35.2528255, -81.5451612 35.2557126, -81.5453383 35.257406, -81.5449104 35.2574438, -81.5440397 35.2571382))"
5346,5347,147717,UNKNOWN128742,TAP140187,138.0,AC; OVERHEAD,IN SERVICE,0.0745634493677579,"MULTILINESTRING ((-86.1229862 42.9171526, -86.1237166 42.9166338, -86.1235626 42.916304, -86.1245882 42.9159999, -86.1271558 42.9151746, -86.1296436 42.9143731, -86.1317351 42.9137171, -86.1346909 42.9127707, -86.1374248 42.9118982, -86.1402703 42.9109943, -86.1426079 42.9102408, -86.145637 42.9101933, -86.1488228 42.9101648, -86.1517767 42.9101021, -86.1544761 42.9104677, -86.1572083 42.9108447, -86.1599475 42.9112254, -86.1624905 42.911178, -86.165269 42.9111249, -86.1677976 42.9110738, -86.1706308 42.9110073, -86.1732307 42.9114486, -86.1760486 42.9119283, -86.1792453 42.9120345, -86.1819484 42.9118185, -86.1850368 42.9115675, -86.1880487 42.9113272, -86.1908876 42.9111027, -86.1927993 42.9104921, -86.1933064 42.9103476, -86.195611 42.9102926))"
35487,35488,123304,PHILPOTT,FLOYD,138.0,AC; OVERHEAD,IN SERVICE,0.3198791945012205,"MULTILINESTRING ((-80.0271707 36.7760715, -80.050807 36.792863, -80.0870816 36.8094517, -80.0970753 36.8161713, -80.2253269 36.8804439, -80.2644338 36.8992308, -80.3018577 36.9185343, -80.3032092 36.9201523, -80.3084328 36.9257256, -80.3085918 36.9259294))"
13002,13003,150175,UNKNOWN111942,TAP148260,115.0,AC; OVERHEAD,IN SERVICE,0.0927938414126228,"MULTILINESTRING ((-77.8219523 35.8672041, -77.821717 35.868562, -77.8210608 35.8705617, -77.8197845 35.8735662, -77.8191463 35.8750771, -77.8184867 35.8767122, -77.8178699 35.8782173, -77.817082 35.8801094, -77.816558 35.8812966, -77.8158307 35.8830616, -77.8152531 35.8844019, -77.8145971 35.8859847, -77.8139375 35.8875185, -77.8131639 35.8894451, -77.8124865 35.8910625, -77.8134044 35.89216, -77.8145543 35.8934433, -77.815539 35.8945483, -77.8167501 35.8958836, -77.8179125 35.8971067, -77.8176748 35.8988472, -77.8173434 35.9005509, -77.8171424 35.9022742, -77.8180284 35.9041478, -77.8187593 35.9055374, -77.8202988 35.9084001, -77.8210641 35.9098824, -77.8214587 35.9112531, -77.8216346 35.9127969, -77.8219008 35.9177055, -77.8219483 35.9192608, -77.8221575 35.9227331, -77.8224997 35.9273957, -77.8227196 35.9309273, -77.8230523 35.936085, -77.8285724 35.9440998, -77.8331218 35.9505802, -77.8329932 35.9512031, -77.833177 35.9517508))"
40388,40389,129220,TAP140779,PLAINFIELD,115.0,AC; OVERHEAD,IN SERVICE,0.1232388941486085,"MULTILINESTRING ((-72.7912893 42.5379545, -72.7980413 42.5376012, -72.8016343 42.5374168, -72.8032702 42.537274, -72.8049953 42.5371312, -72.8129724 42.5360248, -72.8225795 42.5346982, -72.8293015 42.5337643, -72.8359937 42.5328542, -72.8402648 42.5322653, -72.8470344 42.5313611, -72.856582 42.5300107, -72.8702758 42.5281666, -72.8794783 42.5268936, -72.8885322 42.5256503, -72.8975682 42.524413, -72.9044032 42.5234731, -72.9066161 42.5231757, -72.9128027 42.5223251, -72.9134617 42.5221304))"
35309,35310,123100,UNKNOWN125269,TAP141157,69.0,AC; OVERHEAD,IN SERVICE,0.0209256090528465,"MULTILINESTRING ((-76.7804054 40.2391903, -76.7811741 40.2373015, -76.7869629 40.2357981, -76.7879125 40.2355479, -76.7873642 40.2343554, -76.7906401 40.2329658, -76.7905888 40.2299034, -76.7905758 40.2291502, -76.7883917 40.2293003, -76.7875862 40.2293684, -76.7873523 40.2294167))"
51987,51988,169136,UNKNOWN131699,TAP167994,-999999.0,OVERHEAD,IN SERVICE,0.0289089596986144,"MULTILINESTRING ((-96.727618 40.255603, -96.727521 40.251023, -96.727462 40.248279, -96.727415 40.241354, -96.727354 40.230979, -96.727392 40.2275, -96.72683 40.227352, -96.7268038 40.227131))"
20050,20051,103279,UNKNOWN125574,TAP139304,115.0,AC; OVERHEAD,IN SERVICE,0.0006525212054816,"MULTILINESTRING ((-75.87032 43.81815, -75.8696714 43.8180789))"
46191,46192,136140,LOCUST GROVE,UNKNOWN140060,-999999.0,OVERHEAD,IN SERVICE,0.0275993505768166,"MULTILINESTRING ((-73.5148685 40.7968052, -73.5148956 40.7966774, -73.5151185 40.7967137, -73.5152029 40.7962497, -73.5153473 40.7954543, -73.5154906 40.7946657, -73.515634 40.7938772, -73.515894 40.7936076, -73.5168357 40.7931181, -73.5162913 40.7920003, -73.5160652 40.7916718, -73.5162111 40.7909206, -73.5163481 40.7902159, -73.5164929 40.789471, -73.5166317 40.7887561, -73.5167705 40.7880417, -73.5169277 40.7872324, -73.5170824 40.7864362, -73.5172221 40.7857174, -73.5173578 40.785019, -73.5174974 40.7843, -73.518097 40.7811842, -73.5184402 40.779356, -73.5185588 40.7787061, -73.5186691 40.7781012, -73.5187846 40.7774677, -73.5189239 40.7767046, -73.5190427 40.7760529, -73.5191361 40.7755414, -73.5192529 40.7749006, -73.5193974 40.7741089, -73.5195671 40.7731783, -73.5197119 40.7725, -73.5200177 40.7717362, -73.5202 40.7713583, -73.5203786 40.7710543, -73.5202182 40.7709949))"
36803,36804,124942,CRYSTAL RIVER EAST,TAP154553,115.0,AC; OVERHEAD,IN SERVICE,0.0583495297411617,"MULTILINESTRING ((-82.6113747 28.9584829, -82.6112408 28.9583446, -82.610586 28.9583552, -82.609943 28.9583579, -82.6085122 28.9571174, -82.6070671 28.9558612, -82.605641 28.9546337, -82.6041848 28.9533396, -82.6027445 28.9520854, -82.6012857 28.950823, -82.5998522 28.9495585, -82.5984142 28.9482881, -82.5969647 28.9470337, -82.5955242 28.9457672, -82.5940816 28.9444988, -82.5926505 28.9432505, -82.5912103 28.9419798, -82.5897699 28.9407113, -82.5868753 28.9381801, -82.5854419 28.936934, -82.5840226 28.9356734, -82.5825822 28.9344148, -82.5811303 28.9331524, -82.5797011 28.9318961, -82.5783973 28.9307373, -82.577036 28.9295581, -82.5755841 28.9282772, -82.5741601 28.9270369, -82.5727289 28.9257742, -82.5712909 28.9245136, -82.5699018 28.9232935, -82.5685107 28.9220942, -82.5671705 28.9208959))"
52792,52793,168837,TAP167782,TAP167784,69.0,AC; OVERHEAD,IN SERVICE,0.178415073103524,"MULTILINESTRING ((-96.809147 44.044011, -96.77071 44.043947, -96.764 44.044066, -96.756534 44.044227, -96.742219 44.04423, -96.718858 44.044176, -96.708874 44.044185, -96.682296 44.044134, -96.638482 44.043802, -96.638557 44.049384, -96.638596 44.051547))"
56331,56332,173598,BRULE,ASPEN,69.0,AC; OVERHEAD,IN SERVICE,0.0536729912335986,"MULTILINESTRING ((-88.2666634 45.9449225, -88.2646671 45.9449078, -88.264213 45.945323, -88.26266 45.945994, -88.25771 45.945908, -88.243785 45.945782, -88.237771 45.945703, -88.236037 45.945653, -88.228125 45.945103, -88.221834 45.944669, -88.219776 45.94452, -88.217549 45.945048, -88.216621 45.946047, -88.216975 45.946815, -88.218594 45.9478941))"
61131,61132,175893,TAP174801,TAP174802,-999999.0,OVERHEAD,NOT AVAILABLE,0.0111608784371379,"MULTILINESTRING ((-84.559049 33.75409, -84.559867 33.755035, -84.558678 33.755916, -84.553928 33.759562, -84.55293 33.760306, -84.551975 33.76103))"
78263,78264,210543,REDMOND,TAP208689,115.0,AC; OVERHEAD,NOT AVAILABLE,0.0605056971124602,"MULTILINESTRING ((-121.2110208 44.2702786, -121.2099576 44.2695208, -121.2097292 44.2695151, -121.2097292 44.2696122, -121.2095465 44.2699719, -121.2095008 44.2728102, -121.2095184 44.2757332, -121.2095526 44.2776006, -121.2095526 44.2793709, -121.2095012 44.2819864, -121.2094213 44.286435, -121.209427 44.2899814, -121.2092443 44.2911407, -121.2092043 44.2931737, -121.20921 44.2942016, -121.2091358 44.297451, -121.2091129 44.2981877, -121.2132646 44.2982105, -121.2151948 44.2981934, -121.2183585 44.3002721, -121.2196492 44.3011001, -121.2201403 44.3014142, -121.22062 44.3023279, -121.2205857 44.3032531, -121.2205343 44.304321, -121.2204144 44.3075932, -121.2203059 44.3111339, -121.220146 44.3154397, -121.2200718 44.31954))"
28703,28704,114799,UNKNOWN117610,UNKNOWN121790,161.0,AC; OVERHEAD,IN SERVICE,0.1264853521703013,"MULTILINESTRING ((-94.3604279 37.1511931, -94.3605711 37.1513228, -94.3614546 37.1520876, -94.363614 37.1540101, -94.3656967 37.1558522, -94.3678632 37.1577831, -94.3700765 37.1597436, -94.3723014 37.161721, -94.3745567 37.1637128, -94.376776 37.1657136, -94.3787825 37.1674693, -94.3787016 37.1700401, -94.3786603 37.1720604, -94.3786168 37.1743914, -94.3785279 37.1771516, -94.3800294 37.1785268, -94.3821943 37.1804993, -94.3840252 37.1821463, -94.38661 37.1845251, -94.3884444 37.186192, -94.3910882 37.18862, -94.393364 37.1906879, -94.3951103 37.1922774, -94.3972179 37.1941925, -94.3993355 37.1961162, -94.4011151 37.1977346, -94.4033002 37.199722, -94.4051789 37.2014778, -94.4072563 37.2033885, -94.4090946 37.2050058, -94.4112598 37.207006, -94.4132059 37.2087545, -94.4153954 37.2107862, -94.4180145 37.2130278, -94.4225171 37.2172377, -94.4247917 37.2193172, -94.4270107 37.2213474, -94.4291929 37.223323, -94.4312361 37.2251775, -94.4332947 37.2270675, -94.4354118 37.2289927, -94.4377346 37.2311082, -94.4400517 37.2332079, -94.4423492 37.2352908, -94.4445994 37.2373786, -94.4466572 37.2393678))"
73107,73108,205155,TAP205886,UNKNOWN205887,115.0,AC; OVERHEAD,NOT AVAILABLE,0.142603803405987,"MULTILINESTRING ((-102.0512116 40.4460825, -102.0512116 40.4555052, -102.0512258 40.4726706, -102.0512306 40.4839397, -102.0470094 40.4895267, -102.0421696 40.495818, -102.0359307 40.5040652, -102.0308529 40.5109133, -102.0256276 40.517433, -102.0199264 40.5246142, -102.0154054 40.5302345, -102.0097661 40.5373063, -102.0040935 40.544359, -101.9927673 40.558493, -101.9882891 40.5640038, -101.9872517 40.5653458, -101.9866425 40.5653173, -101.9869518 40.565817))"
29915,29916,116487,UNKNOWN117461,UNKNOWN117516,161.0,AC; OVERHEAD,IN SERVICE,0.0748221115084685,"MULTILINESTRING ((-94.6680541 39.3124491, -94.6680557 39.3128284, -94.6676754 39.3128799, -94.6676754 39.3184111, -94.6755379 39.3184479, -94.6887338 39.3184589, -94.6910061 39.3197608, -94.6912295 39.3261189, -94.6913626 39.3290863, -94.6914767 39.3326676, -94.6971192 39.3317557, -94.7008781 39.325035, -94.7019762 39.322084, -94.7020522 39.3173814, -94.7103829 39.3132578, -94.7112564 39.3128348, -94.7114899 39.3125088))"
83471,83472,303196,UNKNOWN304506,NOT AVAILABLE,138.0,AC; OVERHEAD,NOT AVAILABLE,0.0024119995577344,"MULTILINESTRING ((-97.31091 27.607309, -97.3112613 27.6077218, -97.3116849 27.608001, -97.3120508 27.6079818, -97.3129873 27.6076421))"
30768,30769,117547,TAP134765,TAP135489,-999999.0,OVERHEAD,IN SERVICE,0.0167078754284045,"MULTILINESTRING ((-73.6871232 40.7292025, -73.6865301 40.7293488, -73.6858911 40.7295021, -73.6855755 40.7295771, -73.6850162 40.7297102, -73.6844932 40.7298366, -73.6839894 40.7299566, -73.6834627 40.7300788, -73.6830435 40.7301761, -73.6828802 40.730214, -73.6826208 40.7302743, -73.6822382 40.7303648, -73.6818691 40.7304522, -73.6811653 40.7307603, -73.680269 40.7309742, -73.6794209 40.7311765, -73.6793584 40.7311897, -73.6789193 40.7312961, -73.6783862 40.7314233, -73.6773941 40.73166, -73.6764189 40.7318926, -73.6749605 40.7322405, -73.6743039 40.7323971, -73.6734039 40.7326118, -73.6725963 40.7328043, -73.6717358 40.7330096, -73.6709141 40.7332057))"
69183,69184,200921,RAYMOND,WILLAPA RIVER,115.0,AC; OVERHEAD,NOT AVAILABLE,0.0771202112174059,"MULTILINESTRING ((-123.7397598 46.7120096, -123.7398032 46.7118437, -123.7398032 46.7118437, -123.7392934 46.7106885, -123.7412223 46.7101298, -123.7426705 46.7097105, -123.7443831 46.7096231, -123.7470605 46.7094866, -123.7492268 46.7093762, -123.7502622 46.7093231, -123.7538104 46.7091421, -123.7566383 46.7077183, -123.7602418 46.7059042, -123.7621462 46.704945, -123.7636564 46.7041843, -123.7667719 46.7026154, -123.7689364 46.7015252, -123.7688037 46.7000823, -123.7687058 46.6990169, -123.7685325 46.6971286, -123.7683866 46.695537, -123.7682473 46.6940242, -123.7677047 46.6910277, -123.7678631 46.6898069, -123.7680276 46.6885423, -123.7704497 46.6872401, -123.7728814 46.6849371, -123.7752571 46.6826862, -123.7760828 46.6819038, -123.7764382 46.681567, -123.7786787 46.6810625, -123.7787114 46.6800584, -123.7788259 46.6765621, -123.7787568 46.6736276, -123.7782775 46.6719314, -123.7780571 46.6711514, -123.7778782 46.6705184, -123.7774225 46.6689035, -123.7770044 46.6674228, -123.7765289 46.6657408, -123.7761049 46.6642397, -123.7764857 46.664159, -123.7765955 46.6642018))"
23131,23132,107401,UNKNOWN124811,UNKNOWN124813,161.0,AC; OVERHEAD,IN SERVICE,0.2177271468416614,"MULTILINESTRING ((-85.009082 37.427532, -85.0090079 37.427409, -85.0089009 37.4271651, -85.0111492 37.4265234, -85.0142485 37.4255955, -85.0182216 37.4238513, -85.0115974 37.4198376, -85.0016189 37.4122495, -84.9962005 37.4081521, -84.9927696 37.4055383, -84.9899025 37.4033003, -84.9892771 37.4028104, -84.9874183 37.4010854, -84.9859689 37.3998132, -84.9840896 37.3981114, -84.9814214 37.3956224, -84.9796624 37.3944459, -84.9779976 37.3932479, -84.9739194 37.390421, -84.9725658 37.3894453, -84.9678623 37.3863125, -84.9652827 37.3843519, -84.963546 37.3831261, -84.9619952 37.3820028, -84.9595396 37.3803244, -84.9585704 37.3793361, -84.9570397 37.3777378, -84.9536715 37.3743454, -84.9523346 37.3729781, -84.9509332 37.37155, -84.949554 37.3701386, -84.9475378 37.3680391, -84.9457928 37.3666092, -84.9432294 37.3644986, -84.9393698 37.3614875, -84.9358849 37.3586799, -84.9338684 37.3570394, -84.9320845 37.3556026, -84.9301705 37.3540593, -84.9281026 37.3523747, -84.926816 37.3513269, -84.9238245 37.3488673, -84.9219919 37.3474332, -84.9205324 37.3461886, -84.9196175 37.3457263, -84.9182408 37.3450031, -84.9156612 37.3435929, -84.9129291 37.3420847, -84.9112398 37.3411659, -84.9093199 37.3401631, -84.908272 37.339547, -84.9058899 37.3382517, -84.9032181 37.3368068, -84.9010078 37.3356034, -84.8956169 37.3323778, -84.8944561 37.3314885, -84.891954 37.3293102, -84.8908905 37.3284321, -84.8897261 37.3274714, -84.8885071 37.3264674, -84.8859821 37.3242708, -84.8824863 37.3214171, -84.8809756 37.3202462, -84.8788916 37.3185418, -84.876365 37.3163839, -84.8750133 37.3153189, -84.8732454 37.313918, -84.8718001 37.3127252, -84.8699603 37.3111788, -84.8682913 37.3098577, -84.8660485 37.3080038, -84.8639264 37.3062776, -84.8620254 37.3047087, -84.8600852 37.3031359, -84.857943 37.30139, -84.855756 37.299663, -84.8541615 37.2984927, -84.85389 37.298473))"
